time(s),voltage(V),current(A),fluke current(A),total energy(J)
103.797,9.21503,53.3276,0.353509,41737
103.82,9.27551,51.2706,0.867831,41747.9
103.837,9.24095,46.7452,0.867831,41755.2
103.858,8.80031,66.9038,2.92512,41767.3
103.877,10.2259,31.112,0.867831,41773.5
103.897,7.84128,85.8282,0.867831,41787
103.917,10.2086,34.8146,0.867831,41794.1
103.938,10.2518,33.9919,0.353509,41801.5
103.957,10.2518,34.8146,1.89648,41808.2
103.977,10.3123,32.7576,0.867831,41815
103.998,10.0963,76.7774,1.38215,41831.1
104.017,8.54975,72.252,0.353509,41843.1
104.037,8.80895,67.3152,0.353509,41854.8
104.058,9.9667,42.2198,0.867831,41863.4
104.077,9.9235,42.6312,0.353509,41871.6
104.097,8.39423,90.3536,1.38215,41887.1
104.117,7.2192,87.4738,0.867831,41899.5
104.138,7.53024,83.7712,0.867831,41912.5
104.157,7.66848,83.7712,0.867831,41925
104.177,7.58208,83.7712,0.867831,41937.7
104.197,8.0832,89.1194,1.38215,41952.1
104.217,8.06592,77.6002,0.867831,41964.6
104.237,8.43743,75.9546,0.867831,41977.4
104.257,8.61023,69.7836,0.867831,41989.4
104.277,8.69663,68.9608,0.867831,42001.4
104.297,7.68576,85.4168,1.38215,42014.6
104.317,8.84351,71.0178,0.867831,42027.1
104.338,8.86079,75.9546,0.353509,42040.9
104.357,8.75711,71.4292,1.38215,42053.1
104.377,8.89535,68.9608,1.38215,42065.4
104.397,8.54975,76.7774,0.353509,42078.6
104.417,8.75711,73.4862,1.38215,42091.3
104.437,8.73983,70.6064,1.38215,42103.7
104.457,8.80895,72.252,0.353509,42116.6
104.477,8.73983,72.6634,0.867831,42129.2
104.497,8.89535,68.138,1.38215,42141.3
104.517,8.86943,70.6064,0.867831,42153.9
104.537,8.67935,71.0178,0.867831,42166.1
104.557,8.92991,70.195,0.353509,42178.7
104.577,8.94719,69.7836,0.867831,42191.1
104.597,7.23649,89.1194,0.353509,42204
104.619,7.392,89.1194,0.867831,42218.5
104.637,7.34016,87.0624,0.353509,42230.1
104.657,7.4352,87.0624,0.867831,42243
104.677,7.66848,84.1826,0.867831,42255.9
104.697,7.54752,87.0624,0.353509,42269.1
104.717,7.46112,85.0054,0.353509,42281.7
104.737,7.7808,83.7712,0.353509,42294.7
104.757,7.824,83.7712,0.867831,42307.9
104.777,7.84992,83.3598,0.353509,42321
104.797,7.89312,82.1256,0.867831,42333.9
104.818,8.06592,79.6572,1.38215,42347.3
104.837,8.07456,80.48,0.867831,42359.7
104.857,8.10912,79.2458,0.353509,42372.7
104.877,8.18688,78.8344,0.867831,42385.5
104.897,8.35967,75.9546,0.867831,42398.2
104.917,8.3856,75.5432,0.867831,42410.9
104.937,8.40287,76.366,0.353509,42423.7
104.957,8.46335,76.7774,0.867831,42436.7
104.978,8.58431,75.1318,0.867831,42450.2
104.997,8.65343,71.0178,0.353509,42461.9
105.018,8.67935,71.8406,0.867831,42474.7
105.037,8.70527,71.4292,0.867831,42486.8
105.057,8.83487,68.9608,0.353509,42499.1
105.078,8.85215,70.6064,-0.160814,42512
105.097,8.91263,68.9608,0.867831,42524
105.117,9.02495,64.8468,0.353509,42535.6
105.138,9.05087,66.4924,0.353509,42547.9
105.157,9.9235,43.454,1.38215,42556.3
105.177,10.0185,41.8084,0.867831,42564.7
105.197,9.91486,71.4292,0.867831,42579.1
105.217,9.98398,44.6882,0.867831,42587.8
105.238,10.0963,40.5742,0.353509,42596.2
105.257,10.0617,42.2198,0.867831,42604.5
105.277,10.1136,44.2768,0.353509,42613.5
105.297,8.09184,89.9422,0.867831,42628.1
105.317,9.93214,45.9224,0.867831,42637.2
105.337,10.0185,66.9038,1.38215,42650.6
105.357,10.0272,42.6312,0.353509,42659.2
105.377,10.0963,42.2198,0.867831,42667.6
105.397,9.08543,68.5494,0.353509,42680.1
105.417,10.0099,43.454,0.867831,42688.8
105.438,10.0099,56.6188,0.867831,42700.8
105.457,10.0445,44.2768,0.353509,42709.2
105.477,10.1568,41.8084,0.867831,42717.8
105.498,9.7507,53.3276,0.353509,42728.7
105.517,10.0272,47.1566,-0.160814,42737.5
105.538,10.0013,44.6882,-0.160814,42746.9
105.557,9.81982,50.4478,0.867831,42756.4
105.577,9.80254,51.682,1.89648,42766.5
105.597,7.89312,87.4738,0.867831,42780.3
105.617,8.24736,81.3028,0.867831,42793.7
105.637,8.26464,80.8914,1.38215,42807
105.658,8.11776,83.3598,0.353509,42821.2
105.677,8.32512,78.8344,0.867831,42833.7
105.697,8.36831,78.8344,0.353509,42846.9
105.717,8.2128,80.0686,0.353509,42860.1
105.737,8.11776,82.1256,1.38215,42873.7
105.757,8.10048,82.537,0.353509,42886.8
105.777,8.26464,79.2458,0.867831,42899.9
105.797,8.56703,76.366,0.867831,42912.9
105.817,8.48063,76.7774,0.353509,42926.1
105.837,7.97088,85.0054,0.353509,42939.6
105.857,7.97088,83.3598,0.867831,42952.9
105.878,8.13504,81.7142,0.867831,42966.7
105.898,8.10912,80.48,0.867831,42979.7
105.92,8.22144,80.0686,1.38215,42994
105.937,8.02272,82.9484,0.353509,43005.6
105.957,7.98816,81.7142,1.89648,43018.7
105.977,8.09184,81.7142,0.867831,43032
105.997,8.54975,62.7898,0.353509,43042.7
106.017,9.12863,65.2582,0.867831,43054.6
106.037,9.6643,51.682,0.867831,43064.6
106.057,9.8371,48.8022,0.867831,43074.2
106.078,9.7507,51.2706,0.867831,43084.5
106.098,9.67294,54.9732,0.867831,43095.2
106.117,9.90622,46.7452,0.353509,43104.1
106.138,9.87166,50.0364,0.867831,43114.2
106.157,9.6643,53.739,0.867831,43124.5
106.177,9.7075,52.9162,-0.160814,43134.7
106.197,9.67294,78.8344,0.867831,43149.9
106.217,7.46112,87.4738,0.353509,43162.9
106.237,7.824,85.4168,0.867831,43176.3
106.257,7.76352,85.4168,1.38215,43189.8
106.277,7.68576,86.2396,0.353509,43202.8
106.297,7.74624,84.594,0.353509,43215.9
106.317,7.91904,82.537,-0.160814,43229
106.337,7.9968,82.9484,-0.160814,43242.2
106.357,7.98816,82.537,0.867831,43255.4
106.377,8.06592,81.3028,0.867831,43268.6
106.397,8.05728,82.537,0.353509,43281.9
106.417,7.92768,82.9484,1.38215,43295
106.437,7.89312,82.9484,0.867831,43308.1
106.457,8.05728,81.7142,0.867831,43321.3
106.477,8.11776,80.48,0.867831,43334.3
106.5,7.97088,82.9484,0.353509,43349.3
106.519,8.10048,79.6572,0.867831,43361.5
106.537,8.1696,79.2458,0.867831,43373.4
106.557,8.10912,81.3028,0.353509,43386.7
106.578,8.13504,80.8914,1.38215,43400.1
106.597,8.47199,78.0116,-0.160814,43413
106.617,9.69886,50.4478,0.867831,43422.9
106.637,9.86302,46.3338,0.353509,43432
106.657,9.86302,46.7452,0.353509,43441.2
106.677,9.90622,47.9794,0.353509,43450.9
106.697,9.84574,47.568,0.353509,43460.1
106.717,9.99262,44.6882,0.353509,43469
106.737,10.0013,45.9224,0.353509,43478.3
106.758,10.0704,43.0426,0.353509,43487.2
106.778,9.9667,45.0996,1.38215,43496.5
106.797,9.95806,46.3338,1.38215,43505.1
106.817,10.0358,43.0426,0.867831,43513.7
106.837,9.93214,48.3908,0.353509,43523.3
106.857,9.94942,45.9224,0.353509,43532.5
106.879,9.95806,47.568,0.867831,43542.7
106.897,8.2128,82.9484,0.353509,43555.2
106.917,8.35104,78.0116,0.867831,43568.2
106.937,8.26464,78.423,0.867831,43581.2
106.957,8.52383,73.8976,0.867831,43593.8
106.978,8.61023,75.9546,0.867831,43607.4
107,8.26464,78.8344,0.867831,43621.7
107.017,8.52383,75.5432,0.867831,43632.8
107.038,8.44607,77.6002,0.353509,43646.6
107.057,8.59295,75.1318,0.867831,43658.8
107.077,8.60159,75.5432,0.353509,43671.9
107.097,8.64479,71.8406,0.353509,43684.3
107.117,8.73119,71.4292,0.867831,43696.7
107.138,8.79167,70.6064,0.867831,43709.4
107.157,8.78303,71.4292,0.353509,43721.7
107.179,8.97311,68.138,1.38215,43735.1
107.197,8.95583,68.138,0.353509,43746.1
107.217,9.00767,66.081,0.353509,43758
107.237,9.07679,66.4924,-0.160814,43770.1
107.257,9.45695,58.2644,0.353509,43781.1
107.279,9.4915,56.6188,0.353509,43792.8
107.297,9.5779,55.3846,0.353509,43802.5
107.318,9.58654,55.3846,0.867831,43813.8
107.337,9.60382,54.1504,1.38215,43823.6
107.357,9.69886,52.9162,0.353509,43833.8
107.377,9.6643,52.9162,0.353509,43844
107.397,10.0531,42.6312,0.867831,43852.6
107.417,10.0617,43.454,0.353509,43861.3
107.437,10.1222,41.397,1.38215,43869.7
107.462,10.2086,40.5742,0.867831,43880.1
107.478,10.2086,38.1058,0.867831,43886.1
107.497,10.2518,38.9286,1.89648,43893.9
107.517,10.2605,38.5173,0.353509,43901.8
107.537,10.2864,36.4603,0.867831,43909.3
107.558,10.3469,33.9919,0.867831,43916.7
107.579,10.4246,34.4033,0.353509,43924
107.597,10.3037,35.6374,1.38215,43930.8
107.617,10.3555,35.6374,0.353509,43938.2
107.637,10.3987,33.169,0.353509,43945.1
107.657,10.4246,34.8146,0.867831,43952.4
107.677,10.4246,30.7006,-0.160814,43958.8
107.697,10.4937,31.9349,0.353509,43965.5
107.717,10.4765,32.3463,0.867831,43972.2
107.737,10.4333,34.8146,0.867831,43979.5
107.758,10.4851,32.3463,0.867831,43986.6
107.777,10.511,31.9349,0.867831,43993
107.797,10.8653,8.07368,0.353509,43994.8
107.817,11.1676,9.71928,0.353509,43996.9
107.837,11.2108,8.48507,0.867831,43998.8
107.857,11.7206,-10.0279,0.867831,43996.5
107.877,11.7379,-10.4393,0.353509,43994
107.897,9.16319,98.5816,1.38215,44012.1
107.918,11.6083,-10.0279,0.867831,44009.7
107.938,11.712,-10.0279,0.867831,44007.3
107.959,10.8566,25.3525,1.38215,44013
107.977,10.4937,33.9919,0.867831,44019.6
107.998,11.0985,-4.6797,0.867831,44018.5
108.018,11.5996,-8.3823,1.89648,44016.6
108.037,11.3664,2.31409,0.353509,44017.1
108.057,9.27551,59.4986,0.867831,44028.1
108.077,9.81118,49.625,0.867831,44037.8
108.097,8.74847,80.8914,0.867831,44052
108.117,9.99262,40.5742,0.353509,44060.1
108.138,10.3382,31.112,0.867831,44066.7
108.157,9.50878,60.7328,1.89648,44078
108.177,9.43966,53.739,1.38215,44088.1
108.197,9.27551,66.081,1.38215,44100.3
108.217,8.3856,82.537,0.867831,44114.2
108.237,8.58431,78.0116,0.867831,44127.6
108.257,8.68799,75.1318,0.867831,44140.6
108.277,8.46335,80.8914,0.867831,44154.3
108.297,7.07233,88.2966,1.38215,44166.9
108.317,7.40064,88.2966,1.38215,44179.9
108.337,7.3056,88.2966,0.353509,44192.7
108.357,7.40064,87.0624,0.353509,44205.7
108.376,7.3488,89.1194,1.38215,44218.1
108.396,7.61664,85.8282,0.353509,44231.3
108.416,7.84128,85.0054,0.867831,44244.6
108.436,7.8672,83.3598,1.38215,44257.7
108.456,7.94496,83.7712,1.38215,44271
108.476,7.87584,84.1826,0.867831,44284.3
108.497,8.01408,81.3028,0.867831,44298.1
108.516,8.02272,81.7142,1.38215,44310.4
108.536,8.01408,82.537,0.353509,44323.6
108.556,8.1264,81.3028,0.353509,44336.8
108.576,8.06592,82.1256,0.353509,44350.1
108.597,6.38977,93.6448,0.867831,44362.4
108.616,9.06815,65.6696,0.867831,44374
108.636,8.96447,67.3152,1.38215,44386.1
108.656,9.11999,61.967,0.867831,44397.4
108.676,9.47423,57.853,0.867831,44408.4
108.696,8.70527,75.5432,0.867831,44421.5
108.716,9.12863,61.967,0.867831,44432.8
108.736,9.18911,61.967,0.353509,44444.2
108.756,9.42239,56.2074,0.867831,44454.8
108.776,9.47423,56.2074,0.867831,44465.4
108.796,9.15455,65.2582,1.89648,44477.4
108.817,9.05951,64.8468,0.353509,44489.8
108.836,9.05087,64.8468,0.353509,44500.9
108.856,9.03359,65.2582,0.867831,44512.6
108.876,8.83487,68.138,0.867831,44524.7
108.897,8.80031,68.5494,0.353509,44537
108.916,8.63615,71.0178,0.353509,44549
108.936,8.51519,72.252,0.867831,44561.3
108.956,8.49791,69.3722,1.38215,44573.2
108.976,8.68799,71.4292,0.353509,44585.5
108.996,8.66207,72.6634,0.867831,44598.1
109.016,8.79167,67.7266,0.867831,44610
109.037,8.82623,67.3152,0.353509,44622.3
109.056,8.85215,65.6696,1.38215,44633.5
109.076,8.94719,67.3152,0.353509,44645.6
109.096,8.91263,66.081,-0.160814,44657.3
109.117,8.95583,64.024,0.867831,44669
109.137,9.05951,66.081,1.38215,44681.1
109.157,9.06815,64.4354,0.867831,44692.7
109.176,9.13727,60.7328,1.38215,44703.6
109.196,9.04223,65.6696,-0.160814,44715.4
109.216,9.23231,61.5556,0.867831,44726.8
109.236,9.23231,61.5556,0.353509,44738.3
109.256,9.24095,61.1442,0.867831,44749.6
109.276,9.25823,59.91,0.867831,44760.7
109.296,9.24095,58.6758,0.867831,44771.4
109.316,9.31871,60.3214,0.867831,44782.7
109.336,9.28415,58.2644,0.867831,44793.5
109.356,7.3056,85.4168,0.867831,44805.9
109.376,7.59072,83.3598,1.38215,44818.6
109.396,7.53888,85.0054,0.353509,44831.4
109.416,7.7808,82.537,1.38215,44844.3
109.436,7.7808,82.537,-0.160814,44857.1
109.456,7.74624,82.537,0.353509,44869.9
109.476,7.87584,80.8914,0.353509,44882.7
109.496,7.13281,88.708,1.38215,44895.4
109.517,9.03359,68.5494,0.353509,44908
109.537,9.27551,61.1442,0.867831,44919.4
109.556,9.19775,67.3152,0.867831,44931.4
109.576,8.80031,70.195,1.38215,44943.8
109.598,7.9536,88.2966,0.353509,44959.1
109.616,9.26687,60.7328,0.867831,44969.4
109.637,9.80254,49.625,0.867831,44979.2
109.656,9.48286,59.0872,0.867831,44990.3
109.682,8.92991,65.6696,0.353509,45005.1
109.696,8.61023,78.8344,0.353509,45015
109.716,9.31871,63.2012,0.867831,45026.9
109.736,9.12863,64.024,0.353509,45038.6
109.756,9.08543,64.4354,0.867831,45050.2
109.776,9.18047,61.5556,0.867831,45061.5
109.796,9.05951,71.4292,-0.160814,45074.6
109.817,9.21503,61.967,0.353509,45086.4
109.836,9.31007,60.7328,0.867831,45097.2
109.856,9.44831,60.3214,1.38215,45108.6
109.876,9.37919,58.6758,0.353509,45119.6
109.896,9.43966,63.6126,0.867831,45131.6
109.919,9.52606,54.5618,-0.160814,45143.3
109.936,9.45695,56.6188,1.38215,45152.7
109.956,9.50014,56.2074,0.353509,45163.4
109.976,9.56926,53.739,0.867831,45173.7
109.997,9.5779,55.3846,0.353509,45184.6
110.016,9.51742,55.796,-0.160814,45194.9
110.036,9.52606,56.2074,0.867831,45205.6
110.059,7.96224,80.8914,1.38215,45220.3
110.076,8.04864,81.3028,0.867831,45231.6
110.096,8.15232,81.3028,0.867831,45244.8
110.117,8.00544,79.2458,0.867831,45257.7
110.137,8.04,78.423,0.353509,45270.4
110.156,8.05728,78.8344,0.867831,45282.8
110.176,8.01408,78.423,0.867831,45295.3
110.196,8.15232,76.7774,0.353509,45307.8
110.217,8.13504,76.366,0.867831,45320.6
110.236,8.23872,75.1318,1.38215,45332.7
110.256,8.29056,74.309,0.867831,45345
110.276,8.1696,75.5432,0.353509,45357.3
110.296,8.24736,73.4862,0.867831,45369.4
110.316,8.47199,72.252,0.867831,45381.7
110.336,8.44607,73.0748,0.353509,45394.1
110.357,8.40287,72.252,1.38215,45406.4
110.376,8.59295,70.195,0.353509,45418.2
110.398,8.61023,69.7836,0.353509,45431.2
110.416,8.56703,70.195,0.867831,45442.3
110.436,8.68799,67.7266,0.867831,45454.1
110.456,8.81759,66.4924,0.353509,45465.8
110.476,8.90399,64.4354,0.867831,45477.3
110.496,8.82623,66.9038,-0.160814,45489.1
110.516,8.73119,66.4924,0.867831,45500.7
110.536,8.79167,65.2582,1.38215,45512.2
110.558,8.89535,62.7898,0.353509,45524.4
110.576,8.91263,63.6126,0.867831,45534.7
110.597,8.93855,61.967,0.867831,45546.3
110.617,8.98175,60.7328,0.353509,45557
110.637,9.13727,60.7328,0.867831,45568.3
110.656,9.28415,58.2644,0.867831,45578.6
110.676,9.19775,58.2644,0.867831,45589.4
110.696,7.59936,94.879,1.89648,45603.8
110.716,10.1481,43.0426,0.867831,45612.5
110.736,10.1654,43.8654,0.353509,45621.4
110.757,10.1654,45.0996,0.353509,45631.1
110.776,10.2086,42.6312,0.353509,45639.3
110.796,9.75934,79.2458,0.353509,45654.8
110.816,10.2086,43.0426,1.38215,45663.6
110.837,10.3037,40.9856,0.353509,45672.3
110.86,9.75934,59.0872,0.867831,45685.6
110.876,9.58654,62.3784,0.867831,45695.3
110.896,9.11999,78.423,0.867831,45709.6
110.916,8.80031,73.8976,1.38215,45722.7
110.937,8.80895,72.6634,0.353509,45735.7
110.956,8.69663,72.252,1.38215,45747.9
110.976,9.07679,65.2582,0.353509,45759.8
110.997,9.18911,62.3784,0.353509,45771.8
111.016,8.78303,71.0178,0.867831,45783.7
111.036,8.68799,74.309,1.38215,45796.6
111.056,8.47199,74.7204,0.353509,45809.3
111.077,8.72255,71.8406,0.353509,45822.4
111.096,8.87807,70.195,0.867831,45834.3
111.116,8.62751,74.309,0.353509,45847.1
111.137,8.64479,73.0748,-0.675136,45860
111.158,8.80031,71.8406,0.353509,45873.5
111.176,8.60159,71.8406,1.38215,45884.8
111.196,8.71391,71.4292,0.867831,45897.3
111.216,8.75711,71.8406,1.38215,45909.8
111.236,8.41152,77.6002,0.353509,45922.9
111.256,8.35104,78.0116,0.867831,45935.9
111.276,8.37696,75.5432,0.867831,45948.5
111.297,8.50655,74.7204,0.867831,45961.5
111.316,8.61023,72.252,0.867831,45973.7
111.337,8.39423,76.366,1.38215,45987.2
111.357,8.32512,75.9546,0.867831,45999.5
111.377,8.46335,75.1318,0.867831,46012.6
111.396,9.44831,52.9162,0.867831,46022.1
111.416,9.37919,54.1504,1.38215,46032.2
111.436,9.61246,49.625,0.353509,46041.8
111.456,9.8803,45.511,0.867831,46050.8
111.476,9.31007,58.6758,0.867831,46061.8
111.496,7.97088,88.2966,0.867831,46075.7
111.516,9.31007,59.4986,1.38215,46086.8
111.536,9.5779,52.9162,0.867831,46097
111.556,9.13727,59.0872,0.867831,46107.7
111.576,9.67294,47.568,0.867831,46116.9
111.596,9.31007,61.967,1.38215,46128.5
111.616,9.29279,57.853,0.353509,46139.2
111.636,9.15455,56.6188,0.867831,46149.6
111.656,9.23231,58.6758,0.867831,46160.5
111.677,9.14591,61.967,0.867831,46172
111.696,9.11135,59.91,0.867831,46182.7
111.716,8.99903,61.1442,0.867831,46193.7
111.737,8.98175,64.4354,0.867831,46205.6
111.756,8.95583,65.6696,0.867831,46217.1
111.776,8.90399,66.081,0.867831,46228.8
111.797,8.77439,67.3152,0.867831,46241.1
111.817,8.88671,64.4354,-0.160814,46252.3
111.838,9.04223,62.7898,0.353509,46264.2
111.857,9.15455,61.1442,0.867831,46274.9
111.877,9.06815,61.967,0.867831,46286.3
111.898,9.11135,64.024,0.353509,46298.3
111.916,9.15455,56.6188,0.867831,46308
111.936,9.23231,57.0302,0.867831,46318.5
111.956,9.35327,56.6188,1.38215,46329.1
111.976,9.31007,55.796,0.353509,46339.5
111.996,9.16319,60.7328,0.353509,46350.7
112.016,9.19775,60.7328,1.38215,46361.8
112.037,9.32735,56.6188,0.353509,46372.6
112.056,8.86079,64.8468,1.89648,46383.8
112.076,8.91263,63.6126,0.353509,46395.1
112.096,8.52383,82.537,1.38215,46409.2
112.117,7.59072,82.1256,0.867831,46421.9
112.137,7.608,81.7142,0.353509,46434.4
112.157,7.62528,82.537,0.353509,46447
112.176,7.81536,80.0686,0.353509,46459.2
112.196,7.83264,79.6572,0.353509,46471.8
112.216,7.85856,79.6572,0.353509,46484.2
112.236,7.85856,78.423,-0.160814,46496.5
112.256,7.92768,76.7774,0.867831,46508.7
112.276,8.06592,77.6002,0.867831,46521.2
112.296,8.16096,75.9546,0.353509,46533.6
112.317,8.26464,73.4862,0.867831,46546.2
112.336,8.1696,74.7204,0.867831,46558
112.359,8.256,73.4862,0.867831,46571.9
112.376,8.29056,73.0748,0.353509,46582.3
112.396,8.52383,69.7836,0.867831,46594.1
112.416,8.43743,73.0748,0.353509,46606.4
112.436,8.54975,69.3722,0.867831,46618.3
112.456,8.72255,67.3152,0.353509,46630.1
112.476,8.77439,65.6696,1.38215,46641.6
112.496,8.59295,68.5494,0.353509,46653.4
112.516,8.71391,67.3152,0.867831,46665.1
112.536,8.89535,63.6126,0.353509,46676.4
112.556,8.81759,65.6696,0.353509,46688
112.576,8.91263,62.7898,0.353509,46699.2
112.596,9.11135,58.2644,0.867831,46709.9
112.616,8.92991,64.4354,0.353509,46721.3
112.636,8.99903,60.3214,0.867831,46732.2
112.656,9.22367,55.3846,0.353509,46742.4
112.676,9.18911,59.91,0.353509,46753.4
112.697,9.06815,58.6758,0.867831,46764.6
112.716,9.29279,54.1504,0.867831,46774.1
112.736,9.29279,55.3846,0.867831,46784.4
112.756,9.20639,57.4416,0.353509,46795
112.776,9.31871,53.739,0.353509,46805
112.796,10.0013,31.9349,0.353509,46811.4
112.816,10.1741,40.1628,0.867831,46819.6
112.839,10.2259,39.34,0.867831,46828.7
112.857,10.2,38.1058,0.867831,46835.8
112.876,10.1568,38.5173,0.353509,46843.3
112.896,8.65343,98.993,1.38215,46860.3
112.917,10.2345,44.2768,0.867831,46869.6
112.937,10.1568,44.6882,0.353509,46878.9
112.956,10.3037,40.9856,-0.160814,46887
112.976,10.3469,42.2198,0.867831,46895.7
112.996,10.0099,90.765,0.353509,46913.9
113.016,8.46335,85.8282,0.353509,46928.4
113.036,8.51519,84.1826,0.867831,46942.7
113.056,9.82846,52.5048,0.867831,46953.1
113.077,9.84574,50.4478,0.353509,46963.2
113.096,9.90622,57.853,0.867831,46974.4
113.118,8.76575,71.4292,0.867831,46988.1
113.137,8.53247,73.4862,0.867831,46999.7
113.156,8.58431,68.9608,0.867831,47011.4
113.176,8.54975,72.6634,0.353509,47023.7
113.196,8.53247,67.3152,1.89648,47035.2
113.217,9.32735,54.9732,0.353509,47045.9
113.236,9.4915,50.8592,0.867831,47055.2
113.257,9.46558,55.796,0.867831,47066.2
113.278,9.37919,55.796,0.353509,47077.1
113.296,7.36608,86.651,0.353509,47088.8
113.316,9.50014,48.8022,0.353509,47098
113.336,9.61246,59.4986,0.867831,47109.5
113.356,9.30143,61.1442,1.89648,47120.9
113.377,9.43103,55.796,0.867831,47131.7
113.398,8.45471,75.9546,0.867831,47145
113.416,9.47423,55.796,0.353509,47154.9
113.437,9.27551,57.853,-0.160814,47165.8
113.456,9.42239,57.853,1.38215,47176.5
113.476,9.38783,55.3846,0.353509,47186.9
113.496,8.67071,71.0178,0.867831,47199.2
113.516,9.20639,60.7328,0.353509,47210.4
113.538,9.25823,55.3846,1.38215,47221.4
113.556,9.32735,56.2074,1.38215,47231.1
113.576,9.30143,59.91,0.867831,47242.3
113.596,8.90399,67.3152,0.353509,47254.3
113.617,9.34463,57.853,1.38215,47265.3
113.636,9.33599,59.0872,0.353509,47276.1
113.656,9.38783,57.4416,0.867831,47286.9
113.676,9.36191,57.0302,0.353509,47297.6
113.696,9.16319,61.967,-0.160814,47308.9
113.716,9.43103,53.739,1.38215,47319.1
113.736,9.43103,52.5048,0.353509,47328.9
113.757,9.50878,51.2706,0.867831,47339
113.778,9.55198,51.682,0.353509,47349.5
113.796,9.39647,53.3276,0.867831,47358.6
113.816,9.56926,52.0934,-0.160814,47368.6
113.836,9.61246,50.4478,0.353509,47378.3
113.856,9.60382,52.0934,0.867831,47388.3
113.876,9.62974,51.682,0.867831,47398.2
113.897,9.73342,49.2136,0.867831,47408.3
113.916,9.72478,49.2136,0.867831,47417.3
113.937,9.67294,48.3908,1.89648,47427.2
113.956,9.74206,47.9794,0.353509,47436.1
113.976,9.69886,47.1566,0.353509,47445.2
113.996,8.04,86.2396,0.867831,47459.1
114.016,7.64256,81.7142,0.867831,47471.5
114.036,7.61664,80.8914,1.38215,47483.8
114.056,7.79808,80.8914,0.867831,47496.6
114.076,7.6944,81.3028,0.867831,47509
114.096,7.66848,80.8914,0.867831,47521.4
114.116,7.90176,77.6002,0.867831,47533.7
114.137,7.92768,79.2458,0.353509,47546.6
114.156,7.78944,80.48,0.867831,47558.8
114.176,7.91904,77.6002,0.867831,47571.1
114.196,8.0832,75.1318,0.867831,47583.2
114.216,7.96224,78.0116,0.867831,47595.6
114.236,8.03136,78.8344,0.867831,47608.3
114.256,8.23008,73.8976,0.353509,47620.4
114.276,8.33375,71.8406,0.867831,47632.5
114.296,8.22144,75.5432,0.867831,47644.8
114.316,8.11776,74.7204,0.353509,47657
114.336,8.31648,73.4862,1.38215,47669.3
114.356,8.3856,72.252,1.38215,47681.3
114.376,8.54111,70.195,1.38215,47693.4
114.396,8.53247,70.195,0.353509,47705.3
114.417,8.36831,72.252,0.353509,47717.7
114.438,8.41152,73.0748,0.353509,47730.8
114.456,8.53247,69.7836,0.867831,47741.6
114.476,8.54975,71.0178,1.38215,47753.8
114.496,9.06815,61.1442,0.867831,47764.9
114.516,9.14591,59.91,0.867831,47775.8
114.536,9.21503,56.6188,0.867831,47786.3
114.559,9.8803,43.454,1.38215,47795.9
114.576,9.91486,40.9856,0.867831,47803.1
114.597,8.73119,69.3722,0.867831,47815.7
114.616,9.90622,43.0426,0.867831,47823.8
114.636,10.0013,40.1628,0.353509,47831.9
114.656,10.0358,41.8084,0.353509,47840.3
114.677,10.0877,39.7514,1.38215,47848.4
114.697,9.34463,59.91,0.353509,47859.8
114.716,9.80254,42.2198,0.867831,47867.8
114.736,10.0013,42.6312,0.867831,47876.3
114.756,9.65566,53.3276,0.867831,47886.7
114.777,9.61246,52.5048,0.867831,47897
114.797,7.51296,86.2396,0.867831,47910.1
114.816,8.06592,80.48,0.353509,47922.5
114.839,7.9536,80.8914,1.38215,47937.2
114.856,8.09184,78.423,0.353509,47948.1
114.876,8.29056,77.1888,0.867831,47960.9
114.897,8.28192,76.7774,0.867831,47973.9
114.916,8.23008,77.6002,0.353509,47986.4
114.936,8.23008,75.9546,-0.160814,47998.9
114.957,8.22144,77.1888,0.867831,48011.8
114.976,8.37696,72.6634,0.867831,48023.8
114.996,8.44607,73.0748,0.867831,48036.1
115.016,7.9536,79.2458,0.353509,48048.8
115.036,8.02272,78.0116,0.867831,48061.3
115.058,8.20416,75.5432,1.38215,48074.6
115.076,8.22144,78.423,0.867831,48086.6
115.097,7.89312,80.8914,0.353509,48100.1
115.116,8.06592,76.7774,0.353509,48111.7
115.139,8.40287,73.8976,0.867831,48125.6
115.156,8.2992,75.9546,0.867831,48136.7
115.176,8.05728,78.0116,0.867831,48149.3
115.196,8.54111,61.967,0.867831,48159.9
115.216,9.52606,52.0934,0.353509,48169.8
115.236,9.81982,45.0996,0.867831,48178.7
115.256,9.91486,43.8654,0.353509,48187.4
115.276,9.72478,47.1566,0.867831,48196.5
115.296,9.39647,57.0302,0.867831,48207.3
115.316,9.91486,45.9224,0.353509,48216.4
115.336,9.84574,47.1566,0.867831,48225.6
115.356,9.72478,50.0364,0.867831,48235.4
115.376,9.73342,50.0364,0.867831,48245.1
115.396,7.07233,87.4738,0.867831,48257.5
115.416,7.46976,84.594,1.38215,48270.1
115.436,7.46112,83.3598,1.38215,48282.7
115.456,7.55616,83.3598,1.38215,48295.1
115.477,7.80672,80.48,1.89648,48308.5
115.496,7.71168,81.3028,0.353509,48320.2
115.516,7.72032,82.1256,1.38215,48332.9
115.536,7.76352,80.8914,1.38215,48345.5
115.556,7.77216,81.3028,0.353509,48358.2
115.577,7.94496,79.2458,1.38215,48371.3
