time(s),voltage(V),current(A),fluke current(A),total energy(J)
17.1865,12.4723,-0.977102,-0.160814,-180.165
17.2043,12.4723,-0.977102,-0.160814,-180.381
17.2199,12.4723,-0.977102,0.353509,-180.571
17.2402,12.4723,-0.565706,0.867831,-180.715
17.2599,12.4723,-0.15431,1.38215,-180.753
17.2799,12.4723,-0.977102,0.867831,-180.996
17.3,12.4723,-0.977102,0.867831,-181.241
17.3201,12.4723,-0.565706,0.867831,-181.383
17.3401,12.4723,-0.565706,0.867831,-181.524
17.3668,12.4723,-0.977102,0.353509,-181.85
17.3818,12.4723,-0.977102,0.867831,-182.033
17.4001,12.4723,-0.977102,0.353509,-182.256
17.42,12.4723,-0.565706,0.867831,-182.396
17.4401,12.4723,-0.977102,0.353509,-182.642
17.4602,12.4723,-0.977102,0.353509,-182.886
17.4801,12.4636,-1.38851,1.38215,-183.231
17.5,12.4723,-0.565706,0.353509,-183.371
17.5201,12.4723,-0.565706,0.867831,-183.513
17.5402,12.4723,-1.38851,1.38215,-183.86
17.5668,12.4723,-0.977102,1.38215,-184.185
17.5839,12.4723,-1.38851,0.867831,-184.48
17.6001,12.4723,-0.977102,0.867831,-184.678
17.6203,12.4723,-0.977102,0.867831,-184.924
17.6401,12.4723,-0.565706,1.38215,-185.064
17.66,12.4723,-0.565706,1.38215,-185.205
17.68,12.4723,-0.565706,0.867831,-185.346
17.7,12.4636,-0.15431,0.353509,-185.384
17.72,12.4723,-0.565706,0.867831,-185.525
17.74,12.4636,-0.977102,1.38215,-185.769
17.7667,12.4723,-0.977102,0.353509,-186.094
17.7818,12.4636,-0.977102,0.867831,-186.278
17.8002,12.4723,-0.977102,0.353509,-186.502
17.8201,12.4723,-0.977102,0.867831,-186.745
17.8401,12.4723,-0.565706,0.353509,-186.886
17.8601,12.4636,-0.977102,0.353509,-187.129
17.8801,12.4636,-0.565706,1.38215,-187.27
17.9,12.4636,-0.977102,0.867831,-187.513
17.9201,12.4636,-0.977102,0.867831,-187.758
17.9413,12.4636,-0.977102,0.867831,-188.016
17.9669,12.4636,-0.977102,0.867831,-188.327
17.9819,12.4636,-0.977102,0.867831,-188.511
18,12.4723,-0.977102,0.867831,-188.731
18.0209,12.4636,-0.977102,0.867831,-188.985
18.0406,12.4636,-1.7999,0.867831,-189.427
18.0601,12.4636,-0.977102,0.867831,-189.665
18.0801,12.4636,-0.977102,0.867831,-189.908
18.1001,12.4636,-0.977102,0.867831,-190.152
18.1201,12.4723,-0.977102,0.867831,-190.396
18.1405,12.4636,-0.977102,0.353509,-190.644
18.1668,12.4636,-0.565706,0.867831,-190.829
18.1819,12.4636,-0.977102,0.867831,-191.014
18.2002,12.4636,-0.15431,1.38215,-191.049
18.2201,12.4636,-0.15431,0.867831,-191.087
18.2401,12.4636,-0.977102,0.867831,-191.33
18.2601,12.4636,-0.977102,0.353509,-191.574
18.2801,12.4723,-0.977102,0.353509,-191.818
18.3,12.4636,-1.38851,0.867831,-192.163
18.32,12.4636,-0.977102,0.353509,-192.407
18.34,12.4636,-0.977102,1.38215,-192.65
18.3668,12.4636,-0.977102,0.867831,-192.976
18.3829,12.4636,-0.565706,0.867831,-193.09
18.4005,12.4636,-0.565706,0.867831,-193.214
18.42,12.4636,-0.977102,0.353509,-193.452
18.4401,12.4636,-0.565706,0.867831,-193.593
18.4601,12.4636,-0.565706,1.38215,-193.734
18.484,12.4636,-0.977102,0.867831,-194.025
18.5001,12.4636,-0.977102,0.867831,-194.221
18.5201,12.4636,-0.565706,0.353509,-194.362
18.5401,12.4636,-0.977102,0.353509,-194.605
18.568,12.4636,-0.977102,0.867831,-194.945
18.582,12.4636,-0.977102,0.867831,-195.116
18.6004,12.4636,-0.977102,0.867831,-195.34
18.6219,12.4636,-0.977102,-0.160814,-195.602
18.641,12.4636,-0.977102,1.38215,-195.835
18.6614,12.4636,-0.977102,0.867831,-196.083
18.6815,12.4636,-0.977102,0.867831,-196.328
18.7005,12.4636,-0.977102,0.867831,-196.559
18.7201,12.4636,-0.977102,0.867831,-196.797
18.7406,12.4636,-0.565706,0.867831,-196.942
18.7669,12.4636,-0.565706,0.353509,-197.128
18.7823,12.4636,-0.977102,1.38215,-197.316
18.8001,12.4636,-0.565706,0.353509,-197.441
18.8201,12.4636,-0.15431,0.867831,-197.479
18.8401,12.4636,-0.565706,0.867831,-197.62
18.8601,12.4636,-0.977102,0.867831,-197.864
18.8801,12.4636,-0.977102,0.353509,-198.107
18.9,12.4636,-0.977102,0.867831,-198.35
18.9201,12.4636,-0.977102,1.38215,-198.594
18.9402,12.4636,-0.977102,-0.160814,-198.839
18.9669,12.4636,-0.977102,0.353509,-199.164
18.9822,12.4636,-0.977102,0.353509,-199.351
19.0001,12.4636,-0.977102,0.867831,-199.568
19.0205,12.4636,-1.38851,1.38215,-199.921
19.0415,12.4636,-0.565706,0.353509,-200.069
19.0601,12.4636,-0.565706,0.353509,-200.201
19.0811,12.4636,-0.565706,0.867831,-200.349
19.1,12.4636,-0.565706,0.867831,-200.482
19.1201,12.4636,-0.565706,0.353509,-200.623
19.1407,12.4636,-0.565706,0.867831,-200.768
19.1668,12.4723,-0.977102,0.353509,-201.087
19.1819,12.4636,-0.977102,0.867831,-201.271
19.2001,12.4723,-0.565706,0.353509,-201.399
19.2204,12.4636,-0.15431,0.867831,-201.438
19.2402,12.4723,-0.977102,1.38215,-201.68
19.2601,12.4636,-0.977102,1.38215,-201.923
19.2801,12.4636,-0.977102,0.353509,-202.166
19.3001,12.4636,-0.565706,0.867831,-202.307
19.3221,12.4636,-0.565706,1.38215,-202.462
19.3401,12.4636,-0.977102,0.867831,-202.681
19.3668,12.4636,-0.977102,0.867831,-203.006
19.3818,12.4636,-0.565706,0.867831,-203.113
19.4001,12.4636,-0.977102,0.353509,-203.335
19.4201,12.4636,-0.977102,0.867831,-203.579
19.4401,12.4636,-0.565706,0.867831,-203.72
19.4601,12.4636,-1.38851,0.867831,-204.065
19.4801,12.4636,-1.38851,0.867831,-204.412
19.5032,12.4636,-0.977102,1.38215,-204.693
19.5201,12.4636,-0.977102,0.353509,-204.898
19.5401,12.4636,-0.565706,0.867831,-205.04
19.5668,12.4636,-0.565706,0.353509,-205.228
19.582,12.4636,-0.977102,1.38215,-205.413
19.6001,12.4636,-0.977102,0.867831,-205.633
19.62,12.4636,-0.565706,0.867831,-205.774
19.6401,12.4636,-0.565706,0.867831,-205.915
19.6601,12.4636,-0.977102,1.38215,-206.159
19.6804,12.4636,-0.565706,0.867831,-206.302
19.7,12.4636,-0.977102,0.867831,-206.541
19.7201,12.4636,-0.565706,0.353509,-206.683
19.7401,12.4636,-0.977102,1.38215,-206.926
19.7669,12.4636,-0.565706,1.38215,-207.115
19.7819,12.4636,-0.565706,0.353509,-207.221
19.8001,12.4636,-0.565706,0.867831,-207.349
19.8201,12.4636,-0.977102,0.353509,-207.592
19.8401,12.4636,-0.977102,0.353509,-207.837
19.8601,12.4636,-0.977102,0.353509,-208.079
19.8801,12.4636,-0.977102,0.353509,-208.324
19.9001,12.4636,-0.977102,0.867831,-208.567
19.9201,12.4636,-0.15431,0.867831,-208.605
19.9401,12.4636,-0.977102,0.353509,-208.848
19.9669,12.4636,-0.977102,0.353509,-209.175
19.9819,12.4636,-0.977102,0.353509,-209.358
20.0001,12.4636,-0.977102,0.867831,-209.58
20.0201,12.4636,-0.565706,0.353509,-209.72
20.0401,12.4636,-1.38851,0.867831,-210.067
20.0601,12.4636,-0.977102,0.867831,-210.311
20.0802,12.4636,-0.977102,1.38215,-210.555
20.1001,12.4636,-1.38851,1.38215,-210.899
20.1201,12.4636,-1.38851,0.353509,-211.246
20.1419,12.4636,-1.38851,0.353509,-211.623
20.1669,12.4636,-0.977102,0.867831,-211.928
20.1822,12.4636,-0.977102,0.867831,-212.114
20.2001,12.4636,-0.977102,0.867831,-212.332
20.22,12.4636,-0.565706,0.867831,-212.473
20.2401,12.4636,-0.565706,0.867831,-212.614
20.2605,12.4636,-0.977102,0.353509,-212.862
20.2811,12.4636,-0.15431,0.353509,-212.902
20.3016,12.4636,-0.977102,0.867831,-213.151
20.3234,12.4636,-0.565706,0.867831,-213.305
20.3401,12.4636,-1.38851,0.867831,-213.594
20.3681,12.4636,-1.38851,0.353509,-214.079
20.3822,12.4636,-0.977102,0.353509,-214.25
20.4002,12.4636,-0.565706,0.867831,-214.377
20.4201,12.4636,-0.977102,0.867831,-214.619
20.4405,12.4636,-0.565706,0.867831,-214.763
20.4601,12.4636,-0.977102,0.867831,-215.002
20.4801,12.4636,-1.38851,0.353509,-215.349
20.5014,12.4636,-0.977102,0.353509,-215.608
20.5212,12.4636,-0.565706,0.867831,-215.747
20.5403,12.4636,-0.977102,-0.160814,-215.979
20.5667,12.4636,-0.977102,0.867831,-216.302
20.582,12.4636,-0.977102,1.38215,-216.487
20.6001,12.4636,-0.565706,0.353509,-216.615
20.6211,12.4636,-0.977102,0.867831,-216.87
20.6402,12.4636,-0.977102,0.353509,-217.103
20.6601,12.4636,-0.977102,0.867831,-217.346
20.6801,12.4636,-0.977102,0.353509,-217.59
20.7001,12.4636,-0.977102,0.867831,-217.833
20.7201,12.4636,-0.565706,1.38215,-217.974
20.7402,12.4636,-0.977102,0.353509,-218.218
20.7671,12.4636,-0.977102,0.867831,-218.546
20.7818,12.4636,-0.565706,0.353509,-218.65
20.8001,12.4636,-1.38851,0.867831,-218.966
20.8201,12.4636,-1.38851,1.38215,-219.312
20.8402,12.4636,-1.7999,0.353509,-219.763
20.8604,12.4636,-0.977102,0.353509,-220.009
20.8801,12.4636,-0.977102,0.353509,-220.249
20.9,12.4636,-0.565706,0.867831,-220.389
20.9203,12.4636,-0.15431,0.353509,-220.428
20.9401,12.4636,-0.15431,0.867831,-220.466
20.9668,12.4636,-0.977102,1.38215,-220.792
20.9828,12.4636,-0.565706,1.38215,-220.904
20.9996,12.4636,-0.977102,0.353509,-221.109
21.0191,12.4636,-0.977102,1.38215,-221.346
21.0391,12.4636,-0.977102,0.867831,-221.591
21.0605,12.4636,-0.565706,0.353509,-221.741
21.0791,12.4636,-0.977102,0.867831,-221.968
21.0991,12.4636,-1.38851,0.867831,-222.314
21.1191,12.4636,-0.977102,0.867831,-222.558
21.1402,12.4636,-1.38851,0.867831,-222.923
21.1669,12.4636,-0.977102,0.353509,-223.247
21.1818,12.4636,-0.565706,0.867831,-223.353
21.1991,12.4636,-0.565706,0.353509,-223.475
21.2191,12.4636,-0.977102,0.867831,-223.718
21.2391,12.4636,-0.565706,0.353509,-223.859
21.2592,12.4636,-0.565706,0.867831,-224.001
21.2791,12.4636,-0.565706,0.353509,-224.141
21.2991,12.4636,-0.977102,-0.160814,-224.385
21.3191,12.4636,-0.977102,1.38215,-224.628
21.3391,12.4636,-1.38851,1.38215,-224.975
21.3668,12.4636,-1.38851,0.353509,-225.454
21.3817,12.4636,-0.565706,0.353509,-225.56
21.3991,12.4636,-0.565706,0.867831,-225.682
21.4191,12.4636,-0.977102,0.867831,-225.925
21.4391,12.4636,-0.977102,0.353509,-226.17
21.4591,12.4636,-0.565706,0.867831,-226.31
21.4791,12.4636,-0.565706,0.353509,-226.451
21.4991,12.4636,-0.565706,0.867831,-226.593
21.5192,12.4636,-0.977102,0.867831,-226.837
21.5424,12.4636,-1.38851,0.867831,-227.238
21.5668,12.4636,-0.565706,1.38215,-227.41
21.582,12.4636,-0.977102,0.353509,-227.595
21.5994,12.4636,-1.38851,1.38215,-227.896
21.6205,12.4636,-0.565706,0.353509,-228.045
21.6392,12.4636,-0.977102,0.867831,-228.272
21.6608,12.4636,-0.977102,0.353509,-228.536
21.6792,12.4636,-0.977102,0.353509,-228.76
21.6991,12.4636,-1.38851,0.353509,-229.105
21.7206,12.4636,-0.15431,1.38215,-229.147
21.7391,12.4636,-0.565706,0.867831,-229.277
21.7668,12.4636,-0.565706,0.353509,-229.472
21.7818,12.4636,-0.977102,0.353509,-229.656
21.7991,12.4636,-0.565706,0.867831,-229.778
21.8191,12.4636,-0.977102,0.867831,-230.021
21.8392,12.4636,-1.38851,0.353509,-230.368
21.8601,12.4636,-0.977102,1.38215,-230.623
21.8793,12.4636,-0.977102,0.867831,-230.856
21.8992,12.4636,-0.565706,1.38215,-230.997
21.9209,12.4636,-0.977102,0.867831,-231.261
21.9391,12.4636,-0.565706,0.867831,-231.39
21.9669,12.4636,-0.977102,0.353509,-231.727
21.9819,12.4636,-0.977102,0.867831,-231.911
21.9992,12.4636,-0.565706,0.353509,-232.032
22.0192,12.4636,-1.38851,0.867831,-232.378
22.0392,12.4636,-0.977102,1.38215,-232.621
22.06,12.4636,-0.565706,0.867831,-232.768
22.0805,12.4636,-1.38851,-0.160814,-233.123
22.0992,12.4636,-1.38851,0.867831,-233.447
22.1191,12.4636,-0.977102,0.867831,-233.689
22.1397,12.4636,-0.977102,0.867831,-233.94
22.1669,12.4636,-0.565706,1.38215,-234.131
22.1818,12.4636,-0.565706,-0.160814,-234.237
22.2001,12.4636,-0.977102,1.38215,-234.459
22.2191,12.4636,-0.977102,0.867831,-234.691
22.2402,12.4636,-0.15431,0.353509,-234.732
22.2601,12.4636,-1.38851,0.867831,-235.075
22.2792,12.4636,-1.38851,0.867831,-235.407
22.2993,12.4636,-0.977102,0.867831,-235.652
22.3194,12.4636,-1.38851,0.353509,-236
22.3392,12.4636,-1.38851,0.353509,-236.341
22.3669,12.4636,-0.977102,0.867831,-236.679
22.3843,12.4636,-0.565706,0.867831,-236.802
22.3992,12.4636,-0.977102,0.867831,-236.983
22.4191,12.4636,-0.565706,0.353509,-237.124
22.4392,12.4636,-0.977102,0.353509,-237.368
22.4592,12.4636,-0.977102,0.353509,-237.612
22.4796,12.4636,-0.977102,0.867831,-237.86
22.4992,12.4636,-0.977102,0.353509,-238.099
22.5213,12.4636,-1.38851,0.867831,-238.482
22.5392,12.4636,-0.15431,0.867831,-238.516
22.5674,12.4636,-0.565706,0.867831,-238.715
22.5822,12.4636,-0.977102,0.353509,-238.896
22.5993,12.4636,-0.565706,0.353509,-239.016
22.6192,12.4636,-0.565706,0.867831,-239.156
22.6392,12.4636,-0.565706,0.353509,-239.297
22.6596,12.4636,-0.977102,0.867831,-239.545
22.6818,12.4636,-0.565706,0.353509,-239.702
22.7013,12.4636,-0.565706,0.867831,-239.84
22.7191,12.4636,-0.15431,0.867831,-239.874
22.7392,12.4636,-1.38851,0.867831,-240.22
22.7669,12.4636,-0.977102,0.353509,-240.559
22.7819,12.4636,-0.15431,0.353509,-240.587
22.7992,12.4636,-0.977102,0.867831,-240.798
22.8191,12.4636,-0.15431,0.867831,-240.837
22.8392,12.4636,-0.565706,-0.160814,-240.978
22.8592,12.4636,-0.977102,0.867831,-241.222
22.8795,12.4636,-0.565706,0.867831,-241.365
22.8992,12.4636,-0.565706,0.353509,-241.503
22.9191,12.4636,-0.565706,0.867831,-241.644
22.9391,12.4636,-1.38851,0.867831,-241.991
22.9669,12.4636,-0.977102,0.353509,-242.329
22.9827,12.4636,-0.977102,0.353509,-242.521
22.9996,12.4636,-0.565706,1.38215,-242.64
23.0191,12.4636,-0.977102,0.867831,-242.878
23.0392,12.4636,-1.38851,0.867831,-243.226
23.0591,12.4636,-0.977102,0.353509,-243.469
23.0794,12.4636,-0.565706,0.353509,-243.612
23.0996,12.4636,-0.977102,0.867831,-243.858
23.1191,12.4636,-0.977102,0.867831,-244.095
23.1396,12.4636,-0.565706,0.867831,-244.24
23.1668,12.4636,-1.38851,0.867831,-244.71
23.1818,12.4636,-0.977102,0.867831,-244.892
23.1991,12.4636,-0.565706,0.867831,-245.015
23.2191,12.4636,-0.15431,0.867831,-245.053
23.2391,12.4636,-1.38851,0.353509,-245.399
23.2591,12.4636,-0.977102,0.867831,-245.643
23.2797,12.4636,-0.977102,0.353509,-245.894
23.3006,12.4636,-0.977102,0.353509,-246.148
23.32,12.4636,-0.977102,0.867831,-246.384
23.3391,12.4636,-0.977102,1.38215,-246.617
23.3668,12.4636,-0.977102,0.867831,-246.954
23.3818,12.4636,-0.977102,0.867831,-247.136
23.3994,12.4636,-0.977102,0.867831,-247.352
23.4191,12.4636,-0.977102,0.353509,-247.592
23.4391,12.4636,-0.977102,0.353509,-247.835
23.4592,12.4636,-0.977102,0.353509,-248.079
23.4791,12.4636,-0.977102,0.867831,-248.322
23.4992,12.4636,-0.977102,0.867831,-248.566
23.5205,12.4636,-0.565706,0.353509,-248.716
23.5392,12.4636,-0.565706,0.353509,-248.848
23.5701,12.4636,-0.565706,0.867831,-249.066
23.5823,12.4636,-0.565706,0.353509,-249.152
23.5992,12.4636,-0.977102,1.38215,-249.358
23.6191,12.4636,-0.977102,1.38215,-249.601
23.6392,12.4636,-0.977102,0.867831,-249.846
23.6592,12.4636,-0.977102,0.867831,-250.088
23.6791,12.4636,-0.977102,1.38215,-250.332
23.6992,12.4636,-0.565706,0.867831,-250.473
23.7191,12.4636,-0.977102,0.867831,-250.716
23.7392,12.4636,-0.977102,0.867831,-250.96
23.7668,12.4636,-0.977102,0.353509,-251.296
23.7819,12.4636,-0.15431,0.867831,-251.325
23.7992,12.4636,-0.15431,0.867831,-251.358
23.8195,12.4636,-0.977102,1.38215,-251.606
23.8392,12.4636,-0.565706,0.353509,-251.745
23.8592,12.4636,-0.15431,0.867831,-251.783
23.8792,12.4636,-0.565706,0.867831,-251.924
23.8991,12.4636,-0.565706,1.38215,-252.065
23.9192,12.4636,-0.977102,0.353509,-252.309
23.9401,12.4636,-0.977102,0.867831,-252.564
23.9667,12.4636,-0.977102,0.867831,-252.888
23.9818,12.4636,-1.38851,0.867831,-253.149
23.9991,12.4636,-0.565706,0.353509,-253.271
24.0191,12.4636,-0.565706,0.353509,-253.412
24.0392,12.4636,-0.977102,0.353509,-253.656
24.0592,12.4636,-0.565706,0.353509,-253.797
24.0791,12.4636,-0.565706,0.867831,-253.938
24.0991,12.4636,-1.38851,0.867831,-254.284
24.1199,12.4636,-0.977102,0.867831,-254.537
24.1409,12.4636,-0.565706,0.867831,-254.685
24.1667,12.4636,-0.977102,0.867831,-254.999
24.1817,12.4636,-0.977102,0.353509,-255.182
24.1992,12.4636,-0.977102,0.867831,-255.395
24.2195,12.4636,-0.977102,0.867831,-255.642
24.2393,12.4636,-0.565706,0.867831,-255.782
24.2592,12.4636,-0.977102,1.38215,-256.024
24.2791,12.4636,-0.565706,-0.160814,-256.165
24.2992,12.4636,-0.977102,0.353509,-256.41
24.3191,12.4636,-0.977102,0.353509,-256.652
24.3401,12.4636,-0.977102,1.38215,-256.907
24.3667,12.4636,-0.565706,0.353509,-257.095
24.3818,12.4636,-0.977102,0.867831,-257.278
24.3992,12.4636,-0.977102,0.353509,-257.49
24.4191,12.4636,-0.977102,0.867831,-257.733
24.4392,12.4636,-0.977102,1.38215,-257.977
24.4593,12.4636,-0.565706,-0.160814,-258.119
24.4792,12.4636,-0.565706,0.353509,-258.259
24.4991,12.4636,-0.15431,0.867831,-258.298
24.5202,12.4636,-0.977102,0.867831,-258.554
24.54,12.4636,-1.38851,1.38215,-258.896
24.5671,12.4636,-0.15431,0.867831,-258.948
24.5818,12.4636,-0.977102,0.867831,-259.127
24.5993,12.4636,-1.38851,0.353509,-259.43
24.6191,12.4636,-0.565706,0.353509,-259.57
24.6392,12.4636,-0.565706,0.353509,-259.711
24.6592,12.4636,-0.565706,1.38215,-259.852
24.6795,12.4636,-0.565706,0.353509,-259.995
24.6992,12.4636,-0.977102,0.353509,-260.236
24.7191,12.4636,-0.565706,0.353509,-260.376
24.7392,12.4636,-0.565706,0.867831,-260.517
24.7668,12.4636,-1.38851,0.867831,-260.995
24.7818,12.4636,-0.977102,0.867831,-261.178
24.7996,12.4636,-0.977102,0.867831,-261.394
24.8191,12.4636,-0.977102,0.353509,-261.633
24.8392,12.4636,-0.565706,0.867831,-261.774
24.8593,12.4636,-0.977102,0.353509,-262.019
24.8792,12.4636,-1.38851,0.353509,-262.363
24.9,12.4636,-0.565706,0.353509,-262.51
24.9192,12.4636,-0.15431,0.867831,-262.547
24.9392,12.4636,-0.565706,0.867831,-262.688
24.9669,12.4636,-0.565706,0.867831,-262.883
24.9827,12.4636,-1.38851,0.353509,-263.157
24.9992,12.4636,-1.38851,1.38215,-263.443
25.0192,12.4636,-0.977102,1.38215,-263.686
25.0392,12.4636,-0.977102,0.867831,-263.929
25.0602,12.4636,-1.38851,0.867831,-264.293
25.08,12.4636,-0.977102,0.867831,-264.534
25.0992,12.4636,-0.977102,0.867831,-264.768
25.1201,12.4636,-0.977102,0.353509,-265.023
25.1397,12.4636,-0.977102,0.353509,-265.261
25.1672,12.4636,-0.565706,0.353509,-265.455
25.1821,12.4636,-0.15431,0.353509,-265.484
25.1993,12.4636,-1.38851,0.867831,-265.782
25.2192,12.4636,-0.977102,0.353509,-266.024
25.2395,12.4636,-0.565706,1.38215,-266.167
25.2611,12.4636,-0.977102,0.867831,-266.43
25.2792,12.4636,-0.977102,0.867831,-266.651
25.2992,12.4636,-0.977102,0.867831,-266.894
25.3192,12.4636,-0.977102,1.38215,-267.138
25.3392,12.4636,-0.977102,0.353509,-267.381
25.3672,12.4636,-0.977102,0.867831,-267.722
25.3818,12.4636,-0.565706,1.38215,-267.825
25.3993,12.4636,-0.15431,1.38215,-267.859
25.4196,12.4636,-0.565706,0.353509,-268.002
25.4392,12.4636,-0.977102,0.353509,-268.241
25.4592,12.4636,-0.977102,0.353509,-268.484
25.4792,12.4636,-0.15431,0.867831,-268.522
25.4996,12.4636,-0.565706,1.38215,-268.666
25.5192,12.4636,-1.38851,0.867831,-269.006
25.5392,12.4636,-0.977102,0.867831,-269.249
25.5688,12.4636,-0.565706,0.353509,-269.458
25.5819,12.4636,-0.565706,0.353509,-269.55
25.6002,12.4636,-1.38851,0.867831,-269.867
25.6197,12.4636,-0.977102,0.353509,-270.105
25.6393,12.4636,-1.38851,0.867831,-270.443
25.6592,12.4636,-0.565706,0.353509,-270.584
25.6792,12.4636,-0.565706,0.353509,-270.725
25.6993,12.4636,-0.977102,0.867831,-270.969
25.7202,12.4636,-0.565706,1.38215,-271.117
25.7392,12.4636,-0.977102,0.353509,-271.349
25.7679,12.4636,-1.38851,0.353509,-271.845
25.7824,12.4636,-0.565706,0.867831,-271.947
25.8015,12.4636,-1.38851,0.353509,-272.279
25.8207,12.4636,-0.977102,0.867831,-272.512
25.8393,12.4636,-0.565706,0.353509,-272.643
25.8615,12.4636,-0.565706,0.867831,-272.8
25.8793,12.4636,-0.977102,0.867831,-273.017
25.8993,12.4636,-0.977102,1.38215,-273.261
25.9211,12.4636,-0.977102,0.867831,-273.526
25.943,12.4636,-0.977102,0.867831,-273.793
25.9716,12.4636,-1.38851,0.867831,-274.287
25.982,12.4636,-0.565706,0.867831,-274.36
26.0051,12.4636,-0.977102,0.353509,-274.642
26.0194,12.4636,-0.565706,0.867831,-274.742
26.0435,12.4636,-0.565706,0.867831,-274.913
26.0596,12.4636,-1.38851,0.867831,-275.19
26.0807,12.4636,-0.977102,0.353509,-275.448
26.1015,12.4636,-0.977102,0.353509,-275.701
26.1195,12.4636,-1.38851,0.867831,-276.012
26.14,12.4636,-0.565706,0.353509,-276.157
26.1673,12.4636,-0.565706,0.867831,-276.349
26.1832,12.4636,-0.977102,0.353509,-276.542
26.1995,12.4636,-1.38851,0.353509,-276.826
26.2195,12.4636,-0.565706,0.353509,-276.967
26.2395,12.4636,-0.15431,1.38215,-277.005
26.2594,12.4636,-0.977102,0.353509,-277.247
26.2794,12.4636,-0.565706,0.867831,-277.388
26.2995,12.4636,-0.977102,0.867831,-277.633
26.3195,12.4636,-0.565706,0.867831,-277.773
26.3399,12.4636,-1.38851,0.867831,-278.127
26.367,12.4636,-1.38851,0.867831,-278.596
26.382,12.4636,-0.565706,0.353509,-278.702
26.3993,12.4636,-0.565706,0.353509,-278.824
26.4193,12.4636,-1.38851,0.867831,-279.171
26.4393,12.4636,-0.15431,0.867831,-279.209
26.4592,12.4636,-0.977102,0.867831,-279.453
26.4798,12.4636,-1.38851,0.353509,-279.809
26.4992,12.4636,-0.565706,0.867831,-279.946
26.5197,12.4636,-0.565706,0.353509,-280.09
26.5392,12.4636,-0.977102,0.867831,-280.328
26.567,12.4636,-0.977102,0.867831,-280.666
26.582,12.4636,-0.977102,0.867831,-280.848
26.5992,12.4636,-0.977102,0.867831,-281.059
26.6214,12.4636,-0.977102,0.867831,-281.328
26.6393,12.4636,-0.565706,1.38215,-281.454
26.6592,12.4636,-0.565706,0.353509,-281.595
26.6792,12.4636,-0.977102,0.867831,-281.838
26.7002,12.4636,-0.977102,0.867831,-282.094
26.7192,12.4636,-0.977102,0.353509,-282.325
26.7392,12.4636,-0.15431,0.353509,-282.364
26.7669,12.4636,-0.977102,1.38215,-282.701
26.7819,12.4636,-0.565706,0.867831,-282.807
26.8001,12.4636,-0.977102,0.867831,-283.029
26.8196,12.4636,-0.977102,0.353509,-283.266
26.8412,12.4636,-0.977102,0.867831,-283.529
26.8602,12.4636,-0.977102,0.867831,-283.76
26.8792,12.4636,-0.565706,0.353509,-283.895
26.9004,12.4636,-0.565706,0.867831,-284.044
26.9202,12.4636,-0.15431,0.353509,-284.082
26.9403,12.4636,-0.977102,1.38215,-284.326
26.9669,12.4636,-0.977102,0.353509,-284.65
26.982,12.4636,-0.977102,1.38215,-284.834
26.9993,12.4636,-0.565706,0.867831,-284.956
27.0193,12.4636,-0.565706,0.353509,-285.097
27.0392,12.4636,-0.565706,0.867831,-285.237
27.0593,12.4636,-0.565706,0.353509,-285.379
27.0793,12.4636,-0.15431,0.867831,-285.417
27.0993,12.4636,-0.977102,0.867831,-285.661
27.1193,12.4636,-0.977102,0.353509,-285.905
27.1397,12.4636,-0.15431,0.867831,-285.944
27.1668,12.4636,-0.977102,1.38215,-286.275
27.1823,12.4636,-0.565706,0.353509,-286.383
27.2008,12.4636,-0.565706,0.353509,-286.514
27.2203,12.4636,-0.565706,1.38215,-286.651
27.2393,12.4636,-0.977102,0.353509,-286.883
27.2593,12.4636,-0.977102,0.353509,-287.126
27.2792,12.4636,-0.977102,0.867831,-287.369
27.3015,12.4636,-0.977102,0.867831,-287.64
27.3201,12.4636,-0.565706,0.353509,-287.771
27.3393,12.4636,-1.38851,0.353509,-288.103
27.3668,12.4636,-0.977102,0.867831,-288.438
27.3819,12.4636,-0.565706,0.353509,-288.545
27.3992,12.4636,-0.977102,0.867831,-288.756
27.4193,12.4636,-0.565706,0.867831,-288.897
27.4393,12.4636,-0.977102,0.353509,-289.141
27.4592,12.4636,-0.977102,1.38215,-289.384
27.4792,12.4636,-0.977102,0.353509,-289.628
27.4993,12.4636,-0.565706,0.353509,-289.769
27.5193,12.4636,-0.977102,0.867831,-290.012
27.5392,12.4636,-0.565706,0.353509,-290.153
27.5682,12.4636,-0.977102,0.867831,-290.506
27.5822,12.4636,-0.977102,0.867831,-290.676
27.5992,12.4636,-0.565706,1.38215,-290.797
27.6192,12.4636,-0.977102,0.867831,-291.04
27.6412,12.4636,-0.977102,-0.160814,-291.308
27.6593,12.4636,-0.565706,1.38215,-291.436
27.6792,12.4636,-0.565706,0.867831,-291.576
27.6993,12.4636,-0.977102,0.353509,-291.82
27.7192,12.455,-0.977102,0.867831,-292.063
27.7393,12.4636,-0.565706,0.867831,-292.204
27.7675,12.4636,-0.977102,0.867831,-292.548
27.7823,12.4636,-0.565706,0.353509,-292.652
27.8025,12.4636,-0.977102,0.867831,-292.899
27.8217,12.455,-0.977102,1.38215,-293.132
27.8393,12.4636,-0.977102,1.38215,-293.346
27.8593,12.4636,-0.977102,0.353509,-293.59
27.8793,12.4636,-0.977102,0.867831,-293.834
27.8993,12.4636,0.257095,0.867831,-293.77
27.9192,12.4636,-0.977102,0.353509,-294.012
